Symbol,Name,Country,Sector,Industry
QRTEB,"Qurate Retail Inc. Series B Common Stock ",United States,Consumer Discretionary,Catalog/Specialty Distribution
QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
QRVO,Qorvo Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
QS,QuantumScape Corporation Class A Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
QSI,Quantum-Si Incorporated Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
QSIAW,Quantum-Si Incorporated Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
QTEK,QualTek Services Inc. Class A Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
QTEKW,QualTek Services Inc. Warrant,United States,Consumer Discretionary,Telecommunications Equipment
QTNT,Quotient Limited Ordinary Shares,Switzerland,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QTRX,Quanterix Corporation Common Stock,United States,Health Care,Industrial Specialties
QTT,Qutoutiao Inc. American Depositary Shares,China,Technology,Computer Software: Prepackaged Software
QUAD,Quad Graphics Inc Class A Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
QUBT,Quantum Computing Inc. Common Stock,United States,Technology,Computer Manufacturing
QUIK,QuickLogic Corporation Common Stock,United States,Technology,Semiconductors
QUMU,Qumu Corporation Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
QURE,uniQure N.V. Ordinary Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
R,Ryder System Inc. Common Stock,United States,Consumer Discretionary,Rental/Leasing Companies
RACB,Research Alliance Corp. II Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
RACY,Relativity Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
RACYW,Relativity Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
RAD,Rite Aid Corporation Common Stock,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores
RADI,Radius Global Infrastructure Inc. Class A Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
RAIL,FreightCar America Inc. Common Stock,United States,Industrials,Railroads
RAIN,Rain Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RAM,Aries I Acquisition Corporation Class A Ordinary Share,Cayman Islands,Finance,Business Services
RAMMU,Aries I Acquisition Corporation Unit,Cayman Islands,Finance,Business Services
RAMMW,Aries I Acquisition Corporation Warrant,Cayman Islands,Finance,Business Services
RAMP,LiveRamp Holdings Inc. Common Stock,United States,Technology,EDP Services
RAND,Rand Capital Corporation Common Stock,United States,Finance,Finance/Investors Services
RANI,Rani Therapeutics Holdings Inc. Class A Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
RAPT,RAPT Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RAVE,Rave Restaurant Group Inc. Common Stock,United States,Consumer Discretionary,Restaurants
RBB,RBB Bancorp Common Stock,United States,Finance,Commercial Banks
RBBN,Ribbon Communications Inc. Common Stock,United States,Technology,EDP Services
RBCAA,Republic Bancorp Inc. Class A Common Stock,United States,Finance,Major Banks
RBCN,Rubicon Technology Inc. Common Stock,United States,Technology,Semiconductors
RBKB,Rhinebeck Bancorp Inc. Common Stock,United States,Finance,Major Banks
RBOT,Vicarious Surgical Inc. Class A Common Stock,Hong Kong,Health Care,Medical Specialities
RC,Ready Capital Corproation Common Stock,United States,Real Estate,Real Estate Investment Trusts
RCA,Ready Capital Corporation 7.00% Convertible Senior Notes due 2023,United States,Real Estate,Real Estate Investment Trusts
RCAC,Revelstone Capital Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
RCACU,Revelstone Capital Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
RCACW,Revelstone Capital Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
RCAT,Red Cat Holdings Inc. Common Stock,United States,Industrials,Wholesale Distributors
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,United States,Finance,Finance Companies
RCEL,Avita Medical Inc. Common Stock,United States,Health Care,Medical Specialities
RCG,RENN Fund Inc Common Stock,United States,Finance,Investment Managers
RCHG,Recharge Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
RCHGU,Recharge Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
RCHGW,Recharge Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
RCII,Rent-A-Center Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
RCKT,Rocket Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RCKY,Rocky Brands Inc. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
RCL,D/B/A Royal Caribbean Cruises Ltd. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
RCLF,Rosecliff Acquisition Corp I Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
RCLFU,Rosecliff Acquisition Corp I Unit,United States,Industrials,Consumer Electronics/Appliances
RCLFW,Rosecliff Acquisition Corp I Warrants,United States,Industrials,Consumer Electronics/Appliances
RCM,R1 RCM Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
RCMT,RCM Technologies Inc. Common Stock,United States,Industrials,Consumer Electronics/Appliances
RCON,Recon Technology Ltd. Class A Ordinary Shares,China,Energy,Oilfield Services/Equipment
RCRT,Recruiter.com Group Inc. Common Stock,United States,Technology,Interactive Media
RCRTW,Recruiter.com Group Inc. Warrant,United States,Technology,Interactive Media
RCS,PIMCO Strategic Income Fund Inc.,United States,Finance,Investment Managers
RDCM,Radcom Ltd. Ordinary Shares,Israel,Technology,Computer peripheral equipment
RDFN,Redfin Corporation Common Stock,United States,Finance,Real Estate
RDHL,Redhill Biopharma Ltd. American Depositary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
RDI,Reading International Inc Class A Common Stock,United States,Consumer Discretionary,Movies/Entertainment
RDIB,Reading International Inc Class B Common Stock,United States,Consumer Discretionary,Movies/Entertainment
RDN,Radian Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
RDNT,RadNet Inc. Common Stock,United States,Health Care,Medical Specialities
RDVT,"Red Violet Inc. Common Stock ",United States,Technology,Computer Software: Prepackaged Software
RDW,Redwire Corporation Common Stock,United States,Industrials,Aerospace
RDWR,Radware Ltd. Ordinary Shares,Israel,Consumer Discretionary,Business Services
RDY,Dr. Reddy's Laboratories Ltd Common Stock,India,Health Care,Biotechnology: Pharmaceutical Preparations
RE,Everest Re Group Ltd. Common Stock,Bermuda,Finance,Property-Casualty Insurers
REAL,The RealReal Inc. Common Stock,United States,Consumer Discretionary,Consumer Specialties
REBN,Reborn Coffee Inc. Common Stock,United States,Consumer Discretionary,Restaurants
REED,Reeds Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
REFI,Chicago Atlantic Real Estate Finance Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
REFR,Research Frontiers Incorporated Common Stock,United States,Technology,Industrial Machinery/Components
REG,Regency Centers Corporation Common Stock,United States,Real Estate,Real Estate Investment Trusts
REGN,Regeneron Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
REI,Ring Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
REKR,Rekor Systems Inc. Common Stock,United States,Technology,EDP Services
RELI,Reliance Global Group Inc. Common Stock,United States,Finance,Specialty Insurers
RELIW,Reliance Global Group Inc. Series A Warrants,United States,Finance,Specialty Insurers
RELL,Richardson Electronics Ltd. Common Stock,United States,Technology,Electronic Components
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),United Kingdom,Consumer Discretionary,Publishing
RELY,Remitly Global Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
RENN,Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares,China,Technology,EDP Services
RENT,Rent the Runway Inc. Class A Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
REPL,Replimune Group Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
REPX,Riley Exploration Permian Inc. Common Stock,United States,Energy,Oil & Gas Production
RES,RPC Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
RETA,Reata Pharmaceuticals Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RETO,ReTo Eco-Solutions Inc. Common Shares,China,Consumer Discretionary,Multi-Sector Companies
REV,Revlon Inc. New Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
REVB,Revelation Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
REVBU,Revelation Biosciences Inc. Unit,United States,Health Care,Biotechnology: Pharmaceutical Preparations
REVBW,Revelation Biosciences Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
REVE,Alpine Acquisition Corporation Common Stock,United States,Industrials,Consumer Electronics/Appliances
REVEW,Alpine Acquisition Corporation Warrant,United States,Industrials,Consumer Electronics/Appliances
REVG,REV Group Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
REVH,Revolution Healthcare Acquisition Corp. SAIL Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
REVHU,Revolution Healthcare Acquisition Corp. SAIL Units,United States,Industrials,Consumer Electronics/Appliances
REVHW,Revolution Healthcare Acquisition Corp. SAIL Warrant.,United States,Industrials,Consumer Electronics/Appliances
REX,REX American Resources Corporation,United States,Industrials,Major Chemicals
REXR,Rexford Industrial Realty Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
REYN,Reynolds Consumer Products Inc. Common Stock,United States,Industrials,Office Equipment/Supplies/Services
RF,Regions Financial Corporation Common Stock,United States,Finance,Major Banks
RFAC,RF Acquisition Corp. Class A Common Stock,Singapore,Industrials,Consumer Electronics/Appliances
RFACU,RF Acquisition Corp. Unit,Singapore,Industrials,Consumer Electronics/Appliances
RFACW,RF Acquisition Corp. Warrants,Singapore,Industrials,Consumer Electronics/Appliances
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,United States,Finance,Investment Managers
RFIL,RF Industries Ltd. Common Stock,United States,Technology,Electrical Products
RFL,Rafael Holdings Inc. Class B Common Stock,United States,Real Estate,Real Estate
RFP,Resolute Forest Products Inc. Common Stock,Canada,Basic Materials,Paper
RGA,Reinsurance Group of America Incorporated Common Stock,United States,Finance,Life Insurance
RGCO,RGC Resources Inc. Common Stock,United States,Utilities,Oil & Gas Production
RGEN,Repligen Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
RGF,The Real Good Food Company Inc. Class A Common Stock,United States,Consumer Discretionary,Food Distributors
RGLD,Royal Gold Inc. Common Stock,United States,Industrials,Consumer Electronics/Appliances
RGLS,Regulus Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RGNX,REGENXBIO Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGP,Resources Connection Inc. Common Stock,United States,Consumer Discretionary,Business Services
RGTI,Rigetti Computing Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
RGTIW,Rigetti Computing Inc. Warrants,United States,Technology,Retail: Computer Software & Peripheral Equipment
RH,RH Common Stock,United States,Consumer Discretionary,Other Specialty Stores
RHI,Robert Half International Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
RHP,Ryman Hospitality Properties Inc. (REIT),United States,Real Estate,Real Estate Investment Trusts
RIBT,RiceBran Technologies Common Stock,United States,Consumer Staples,Specialty Foods
RICK,RCI Hospitality Holdings Inc. Common Stock,United States,Consumer Discretionary,Restaurants
RIDE,Lordstown Motors Corp. Class A Common Stock,United States,Consumer Discretionary,Construction/Ag Equipment/Trucks
RIG,Transocean Ltd (Switzerland) Common Stock,Switzerland,Energy,Oil & Gas Production
RIGL,Rigel Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RILY,B. Riley Financial Inc. Common Stock,United States,Finance,Investment Managers
RILYG,B. Riley Financial Inc. 5.00% Senior Notes due 2026,United States,Consumer Discretionary,Business Services
RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026,United States,Consumer Discretionary,Business Services
RILYL,B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001,United States,Finance,Investment Managers
